year,LA_2023,age_group,activity_suffix,months12_rate,second_activity_suffix,second_months12_rate,ranking_margin,top_two_tied,historical_years_available,historical_small_cell_years,historical_median_n,historical_min_n,historical_small_cell_rate,historical_small_cell_majority,historical_incomplete_outcome_history,historical_reliability_warning
13,255,35-44,ACTTRAV_C03,0.8147902514361944,WALKTRAV_B02,0.8147902514361944,0.0,True,8,0,110.0,94,0.0,False,False,False
13,255,45-54,ACTTRAV_C03,0.7207626103373286,WALKTRAV_B02,0.7176458216528829,0.0031167886844456483,False,8,0,88.0,70,0.0,False,False,False
13,255,55-64,GARD_B08,0.6549493274966838,ACTTRAV_C03,0.6420465334231499,0.012902794073533896,False,8,0,88.0,69,0.0,False,False,False
13,255,65-74,GARD_B08,0.7247487196495118,ACTTRAV_C03,0.5557639952805741,0.16898472436893774,False,8,0,78.0,68,0.0,False,False,False
13,255,75-84,GARD_B08,0.737856119367145,DANCEOTHER_O01,0.1802208723210913,0.5576352470460537,False,8,3,33.5,27,0.375,False,False,False
13,255,85+,GARD_B08,0.1340895779613885,ABSEILING_H03,0.0,0.1340895779613885,False,8,8,10.0,6,1.0,True,False,True
13,272,16-24,ACTTRAV_C03,0.777220028349606,WALKTRAV_B02,0.6915704729757528,0.08564955537385321,False,8,0,61.5,49,0.0,False,False,False
13,272,25-34,ACTTRAV_C03,0.9009275090711206,WALKTRAV_B02,0.8626783030759192,0.03824920599520143,False,8,0,182.0,162,0.0,False,False,False
13,272,35-44,ACTTRAV_C03,0.8169118270228886,WALKTRAV_B02,0.804211805662605,0.012700021360283587,False,8,0,120.5,98,0.0,False,False,False
13,272,45-54,ACTTRAV_C03,0.6801464213028676,WALKTRAV_B02,0.6582890012300512,0.021857420072816436,False,8,0,62.5,45,0.0,False,False,False
13,272,55-64,ACTTRAV_C03,0.7907600276254201,WALKTRAV_B02,0.7772520511134806,0.013507976511939468,False,8,0,42.0,37,0.0,False,False,False
13,272,65-74,GARD_B08,0.6401651546843696,ACTTRAV_C03,0.5302400078200229,0.10992514686434673,False,8,6,22.5,11,0.75,True,False,True
13,272,75-84,ACTTRAV_C03,0.4207406451070073,WALKTRAV_B02,0.3748206201883238,0.04592002491868352,False,8,8,7.5,3,1.0,True,False,True
13,272,85+,GARD_B08,0.3231909535364742,MARTIAL_J07,0.1622391290478826,0.1609518244885916,False,8,8,2.0,1,1.0,True,False,True
13,279,16-24,ACTTRAV_C03,0.8067800106059311,WALKTRAV_B02,0.8067800106059311,0.0,True,8,0,38.0,30,0.0,False,False,False
13,279,25-34,ACTTRAV_C03,0.6897141413032545,WALKTRAV_B02,0.6705104782867791,0.01920366301647536,False,8,0,92.5,81,0.0,False,False,False
13,279,35-44,ACTTRAV_C03,0.716064013814748,WALKTRAV_B02,0.6820087134756828,0.03405530033906523,False,8,0,123.0,103,0.0,False,False,False
13,279,45-54,ACTTRAV_C03,0.7299305220601995,WALKTRAV_B02,0.7095584867226737,0.02037203533752574,False,8,0,88.5,75,0.0,False,False,False
13,279,55-64,ACTTRAV_C03,0.7172135306392875,WALKTRAV_B02,0.6606756784721888,0.05653785216709872,False,8,0,74.5,65,0.0,False,False,False
13,279,65-74,ACTTRAV_C03,0.7878857991809591,GARD_B08,0.7728077664686369,0.01507803271232222,False,8,0,47.0,38,0.0,False,False,False
13,279,75-84,GARD_B08,0.7126733782801545,ACTTRAV_C03,0.4984722321925929,0.21420114608756163,False,8,7,19.0,11,0.875,True,False,True
13,279,85+,ACTTRAV_C03,0.5271531885759663,WALKTRAV_B02,0.5271531885759663,0.0,True,8,8,8.0,1,1.0,True,False,True
13,280,16-24,ACTTRAV_C03,0.8944753672368421,WALKTRAV_B02,0.7026668118429825,0.19180855539385955,False,8,2,34.5,27,0.25,False,False,False
13,280,25-34,ACTTRAV_C03,0.9205669698284354,WALKTRAV_B02,0.8721225677137247,0.048444402114710794,False,8,0,129.0,106,0.0,False,False,False
13,280,35-44,ACTTRAV_C03,0.830842015475116,WALKTRAV_B02,0.7506427212611241,0.08019929421399197,False,8,0,112.0,87,0.0,False,False,False
13,280,45-54,ACTTRAV_C03,0.7676555594942999,WALKTRAV_B02,0.7319821894135017,0.035673370080798184,False,8,0,84.5,72,0.0,False,False,False
13,280,55-64,ACTTRAV_C03,0.7931806858101106,WALKTRAV_B02,0.7702579527238528,0.022922733086257807,False,8,0,66.0,59,0.0,False,False,False
13,280,65-74,GARD_B08,0.7160631078302048,ACTTRAV_C03,0.6225822700612466,0.09348083776895821,False,8,0,42.5,41,0.0,False,False,False
13,280,75-84,GARD_B08,0.6876567484067407,ACTTRAV_C03,0.4322944248389136,0.2553623235678271,False,8,8,18.5,16,1.0,True,False,True
13,280,85+,ACTTRAV_C03,1.0,GARD_B08,1.0,0.0,True,8,8,3.0,1,1.0,True,False,True
13,293,16-24,ACTTRAV_C03,0.8894924896144517,WALKTRAV_B02,0.8657023328841211,0.02379015673033058,False,8,0,46.0,31,0.0,False,False,False
13,293,25-34,ACTTRAV_C03,0.8411318206801925,WALKTRAV_B02,0.8094370673419975,0.03169475333819505,False,8,0,95.0,85,0.0,False,False,False
13,293,35-44,ACTTRAV_C03,0.845996894977922,WALKTRAV_B02,0.815918894408924,0.03007800056899801,False,8,0,80.5,64,0.0,False,False,False
13,293,45-54,ACTTRAV_C03,0.8364199404132702,WALKTRAV_B02,0.8364199404132702,0.0,True,8,0,84.5,56,0.0,False,False,False
13,293,55-64,ACTTRAV_C03,0.7641622191189333,WALKTRAV_B02,0.7436810380554005,0.020481181063532805,False,8,0,81.5,67,0.0,False,False,False
13,293,65-74,ACTTRAV_C03,0.7582407290386645,WALKTRAV_B02,0.7269453266844529,0.03129540235421158,False,8,0,69.5,44,0.0,False,False,False
13,293,75-84,ACTTRAV_C03,0.5259991485626159,WALKTRAV_B02,0.4922440120009426,0.03375513656167328,False,8,1,36.0,29,0.125,False,False,False
13,293,85+,ACTTRAV_C03,0.2136777973993238,WALKTRAV_B02,0.2136777973993238,0.0,True,8,8,11.5,5,1.0,True,False,True
13,30,16-24,ACTTRAV_C03,0.8661416499947308,WALKTRAV_B02,0.8661416499947308,0.0,True,8,0,52.5,44,0.0,False,False,False
13,30,25-34,ACTTRAV_C03,0.7516913153717515,WALKTRAV_B02,0.7516913153717515,0.0,True,8,0,90.5,75,0.0,False,False,False
13,30,35-44,ACTTRAV_C03,0.6743294467833162,WALKTRAV_B02,0.6664230439189549,0.007906402864361284,False,8,0,110.5,104,0.0,False,False,False
13,30,45-54,ACTTRAV_C03,0.6803496456614071,WALKTRAV_B02,0.6246698820898744,0.0556797635715327,False,8,0,75.0,71,0.0,False,False,False
13,30,55-64,ACTTRAV_C03,0.6256557946062081,WALKTRAV_B02,0.5929399890363054,0.03271580556990272,False,8,0,69.5,66,0.0,False,False,False
13,30,65-74,GARD_B08,0.6558627759585398,ACTTRAV_C03,0.6337718522884943,0.022090923670045504,False,8,0,63.0,50,0.0,False,False,False
13,30,75-84,ACTTRAV_C03,0.5697928019219496,WALKTRAV_B02,0.5697928019219496,0.0,True,8,7,23.0,17,0.875,True,False,True
13,30,85+,GARD_B08,0.5513557577911907,ACTTRAV_C03,0.3482669688179584,0.20308878897323235,False,8,8,7.0,3,1.0,True,False,True
13,35,16-24,ACTTRAV_C03,0.8091274773356307,WALKTRAV_B02,0.8091274773356307,0.0,True,8,7,22.5,18,0.875,True,False,True
13,35,25-34,ACTTRAV_C03,0.912785708396014,WALKTRAV_B02,0.9008215952344962,0.011964113161517798,False,8,0,57.5,47,0.0,False,False,False
13,35,35-44,ACTTRAV_C03,0.7989968140119316,WALKTRAV_B02,0.7494030355101411,0.049593778501790475,False,8,0,89.5,79,0.0,False,False,False
13,35,45-54,ACTTRAV_C03,0.7553761310171361,WALKTRAV_B02,0.7553761310171361,0.0,True,8,0,88.5,71,0.0,False,False,False
13,35,55-64,GARD_B08,0.6744026684917019,ACTTRAV_C03,0.537355287590823,0.13704738090087898,False,8,0,87.0,77,0.0,False,False,False
13,35,65-74,GARD_B08,0.7676852390975011,ACTTRAV_C03,0.4477646212299644,0.31992061786753667,False,8,0,92.5,62,0.0,False,False,False
13,35,75-84,GARD_B08,0.6796737166741946,ACTTRAV_C03,0.3720760807453688,0.30759763592882583,False,8,1,43.5,28,0.125,False,False,False
13,35,85+,BOWLSBOULES_C12,0.2281559239907747,BOWLS_L10,0.2281559239907747,0.0,True,8,8,10.0,4,1.0,True,False,True
13,44,16-24,ACTTRAV_C03,0.8866292283223223,WALKTRAV_B02,0.8866292283223223,0.0,True,8,0,48.5,41,0.0,False,False,False
13,44,25-34,ACTTRAV_C03,0.8485483262687091,WALKTRAV_B02,0.8485483262687091,0.0,True,8,0,97.5,73,0.0,False,False,False
13,44,35-44,ACTTRAV_C03,0.7889089165210855,WALKTRAV_B02,0.7612396900409131,0.02766922648017245,False,8,0,83.0,62,0.0,False,False,False
13,44,45-54,ACTTRAV_C03,0.6804262248307551,WALKTRAV_B02,0.6237737175725077,0.05665250725824744,False,8,0,82.5,68,0.0,False,False,False
13,44,55-64,ACTTRAV_C03,0.8002217224260001,WALKTRAV_B02,0.7775712392691438,0.02265048315685625,False,8,0,73.5,65,0.0,False,False,False
13,44,65-74,ACTTRAV_C03,0.7486359784826293,WALKTRAV_B02,0.7310497478498258,0.017586230632803512,False,8,0,67.5,52,0.0,False,False,False
13,44,75-84,ACTTRAV_C03,0.8130155130225675,WALKTRAV_B02,0.7975780008118062,0.015437512210761284,False,8,3,33.0,18,0.375,False,False,False
13,44,85+,GOLFSHORT_U09,0.3593462915539889,GARD_B08,0.3369667426835601,0.02237954887042881,False,7,7,5.0,1,1.0,True,True,True
13,68,16-24,ACTTRAV_C03,0.6721389547829077,WALKTRAV_B02,0.6721389547829077,0.0,True,8,1,36.5,29,0.125,False,False,False
13,68,25-34,ACTTRAV_C03,0.731915246052473,WALKTRAV_B02,0.731915246052473,0.0,True,8,0,79.0,76,0.0,False,False,False
13,68,35-44,ACTTRAV_C03,0.6710268689555592,WALKTRAV_B02,0.6572762097431485,0.013750659212410699,False,8,0,102.5,87,0.0,False,False,False
13,68,45-54,ACTTRAV_C03,0.7456288865618589,WALKTRAV_B02,0.7456288865618589,0.0,True,8,0,88.0,71,0.0,False,False,False
13,68,55-64,ACTTRAV_C03,0.6800361712140625,WALKTRAV_B02,0.6720375307907277,0.007998640423334757,False,8,0,83.5,69,0.0,False,False,False
13,68,65-74,GARD_B08,0.6487264451676891,ACTTRAV_C03,0.5801580279221094,0.06856841724557972,False,8,0,67.0,48,0.0,False,False,False
13,68,75-84,GARD_B08,0.664224134994937,ACTTRAV_C03,0.3611207694004542,0.30310336559448287,False,8,2,33.0,20,0.25,False,False,False
13,68,85+,GARD_B08,0.5739780824938994,ACTTRAV_C03,0.3305217847173344,0.24345629777656497,False,8,8,8.0,4,1.0,True,False,True
13,78,16-24,ACTTRAV_C03,0.789108234363053,WALKTRAV_B02,0.7528659989332595,0.036242235429793546,False,8,0,48.5,35,0.0,False,False,False
13,78,25-34,ACTTRAV_C03,0.698605863129533,WALKTRAV_B02,0.698605863129533,0.0,True,8,0,77.5,57,0.0,False,False,False
13,78,35-44,ACTTRAV_C03,0.6901120546309916,WALKTRAV_B02,0.6558239934176786,0.03428806121331296,False,8,0,97.0,85,0.0,False,False,False
13,78,45-54,ACTTRAV_C03,0.8113815242721081,WALKTRAV_B02,0.7823659697333267,0.029015554538781352,False,8,0,90.0,83,0.0,False,False,False
13,78,55-64,ACTTRAV_C03,0.6586360671068386,WALKTRAV_B02,0.6586360671068386,0.0,True,8,0,81.5,66,0.0,False,False,False
13,78,65-74,GARD_B08,0.7015409827397403,ACTTRAV_C03,0.5901656473879348,0.11137533535180555,False,8,0,68.0,52,0.0,False,False,False
13,78,75-84,GARD_B08,0.750255107648156,ACTTRAV_C03,0.6976259089854733,0.052629198662682675,False,8,4,28.5,22,0.5,True,False,True
13,78,85+,GARD_B08,0.9592703429270872,ACTTRAV_C03,0.761628950919802,0.19764139200728525,False,8,8,8.5,3,1.0,True,False,True
13,8,16-24,ACTTRAV_C03,0.7774333989237623,WALKTRAV_B02,0.7710698496686901,0.0063635492550722095,False,8,0,61.0,41,0.0,False,False,False
13,8,25-34,ACTTRAV_C03,0.7052334783105356,WALKTRAV_B02,0.6835440794510637,0.021689398859471964,False,8,0,95.0,76,0.0,False,False,False
13,8,35-44,ACTTRAV_C03,0.6135964584311087,WALKTRAV_B02,0.6111225442474532,0.002473914183655501,False,8,0,120.0,99,0.0,False,False,False
13,8,45-54,ACTTRAV_C03,0.6163151724429865,WALKTRAV_B02,0.6163151724429865,0.0,True,8,0,95.0,76,0.0,False,False,False
13,8,55-64,GARD_B08,0.5695418376462971,ACTTRAV_C03,0.520018349445893,0.04952348820040409,False,8,0,66.5,58,0.0,False,False,False
13,8,65-74,GARD_B08,0.6468020297906092,ACTTRAV_C03,0.5280056985481838,0.11879633124242539,False,8,0,52.0,48,0.0,False,False,False
13,8,75-84,GARD_B08,0.6547375868354587,ACTTRAV_C03,0.4590630072819245,0.19567457955353418,False,8,6,22.5,17,0.75,True,False,True
13,8,85+,GARD_B08,1.0,ABSEILING_H03,0.0,1.0,False,8,8,7.0,1,1.0,True,False,True
13,9,16-24,ACTTRAV_C03,0.6720805354998143,WALKTRAV_B02,0.6659547123306605,0.006125823169153777,False,8,0,42.5,35,0.0,False,False,False
13,9,25-34,ACTTRAV_C03,0.8978779833623991,WALKTRAV_B02,0.8820460320521335,0.015831951310265602,False,8,0,85.0,52,0.0,False,False,False
13,9,35-44,ACTTRAV_C03,0.706947542484515,WALKTRAV_B02,0.706947542484515,0.0,True,8,0,93.5,71,0.0,False,False,False
13,9,45-54,ACTTRAV_C03,0.6662303147223007,WALKTRAV_B02,0.6478447126107378,0.018385602111562815,False,8,0,85.0,72,0.0,False,False,False
13,9,55-64,ACTTRAV_C03,0.7557916432962192,WALKTRAV_B02,0.7418756619442691,0.013915981351950046,False,8,0,85.0,79,0.0,False,False,False
13,9,65-74,GARD_B08,0.6067459199863142,ACTTRAV_C03,0.6018376965792356,0.004908223407078638,False,8,0,77.5,63,0.0,False,False,False
13,9,75-84,GARD_B08,0.5469791117838974,ACTTRAV_C03,0.5070539333739335,0.0399251784099639,False,8,0,34.5,31,0.0,False,False,False
13,9,85+,ACTTRAV_C03,0.5894432181575142,WALKTRAV_B02,0.5894432181575142,0.0,True,8,8,11.0,4,1.0,True,False,True
13,91,16-24,ACTTRAV_C03,0.7425356145133276,WALKTRAV_B02,0.7425356145133276,0.0,True,8,0,44.5,38,0.0,False,False,False
13,91,25-34,ACTTRAV_C03,0.7834629509650216,WALKTRAV_B02,0.7659799083705578,0.01748304259446376,False,8,0,57.5,49,0.0,False,False,False
13,91,35-44,ACTTRAV_C03,0.604540769591887,WALKTRAV_B02,0.6013881516095223,0.0031526179823646583,False,8,0,93.0,73,0.0,False,False,False
13,91,45-54,ACTTRAV_C03,0.6193044063753507,WALKTRAV_B02,0.6025303734856159,0.01677403288973478,False,8,0,94.5,75,0.0,False,False,False
13,91,55-64,ACTTRAV_C03,0.7580995751202104,WALKTRAV_B02,0.7543056112031646,0.003793963917045784,False,8,0,96.5,91,0.0,False,False,False
13,91,65-74,GARD_B08,0.6674767267909714,ACTTRAV_C03,0.4892576235361536,0.17821910325481777,False,8,0,78.5,64,0.0,False,False,False
13,91,75-84,GARD_B08,0.6642920122827979,ACTTRAV_C03,0.400476245957386,0.26381576632541187,False,8,2,44.5,26,0.25,False,False,False
13,91,85+,ACTTRAV_C03,0.3954053235664622,WALKTRAV_B02,0.3954053235664622,0.0,True,8,8,13.5,3,1.0,True,False,True
14,107,16-24,ACTTRAV_C03,0.796338126753577,WALKTRAV_B02,0.796338126753577,0.0,True,8,1,35.0,27,0.125,False,False,False
14,107,25-34,ACTTRAV_C03,0.8679028574087847,WALKTRAV_B02,0.8488980797825668,0.019004777626217884,False,8,0,118.5,99,0.0,False,False,False
14,107,35-44,ACTTRAV_C03,0.6800292652923425,WALKTRAV_B02,0.6725401420674705,0.007489123224872052,False,8,0,119.0,98,0.0,False,False,False
14,107,45-54,ACTTRAV_C03,0.6496570611010969,WALKTRAV_B02,0.629228113589862,0.02042894751123492,False,8,0,99.5,81,0.0,False,False,False
14,107,55-64,ACTTRAV_C03,0.6454812752578136,WALKTRAV_B02,0.6236426552355147,0.02183862002229897,False,8,0,77.0,59,0.0,False,False,False
14,107,65-74,ACTTRAV_C03,0.6694084325572761,WALKTRAV_B02,0.6535499816611918,0.015858450896084286,False,8,0,58.5,42,0.0,False,False,False
14,107,75-84,GARD_B08,0.6432481217969278,ACTTRAV_C03,0.4838807891317661,0.15936733266516173,False,8,5,23.5,16,0.625,True,False,True
14,107,85+,ACTTRAV_C03,0.3806415102508322,WALKTRAV_B02,0.3806415102508322,0.0,True,8,8,7.5,2,1.0,True,False,True
14,109,16-24,ACTTRAV_C03,0.7864092243608591,WALKTRAV_B02,0.7864092243608591,0.0,True,8,0,44.5,31,0.0,False,False,False
14,109,25-34,ACTTRAV_C03,0.8526128828319055,WALKTRAV_B02,0.8304969582094399,0.022115924622465588,False,8,0,143.5,103,0.0,False,False,False
14,109,35-44,ACTTRAV_C03,0.7453333546589634,WALKTRAV_B02,0.7244797503004919,0.0208536043584715,False,8,0,106.0,86,0.0,False,False,False
14,109,45-54,ACTTRAV_C03,0.8039713678135005,WALKTRAV_B02,0.7742424930077471,0.02972887480575348,False,8,0,83.5,70,0.0,False,False,False
14,109,55-64,ACTTRAV_C03,0.747989169893206,WALKTRAV_B02,0.7267249432086168,0.02126422668458916,False,8,0,59.0,51,0.0,False,False,False
14,109,65-74,ACTTRAV_C03,0.7335381096160475,WALKTRAV_B02,0.6815224262078072,0.052015683408240254,False,8,0,42.5,33,0.0,False,False,False
14,109,75-84,ACTTRAV_C03,0.345442876900532,WALKTRAV_B02,0.345442876900532,0.0,True,8,8,17.5,11,1.0,True,False,True
14,109,85+,ACTTRAV_C03,0.4932362337322208,WALKTRAV_B02,0.4932362337322208,0.0,True,8,8,3.0,1,1.0,True,False,True
14,112,16-24,ACTTRAV_C03,0.8385354880647292,WALKTRAV_B02,0.8385354880647292,0.0,True,8,0,47.0,31,0.0,False,False,False
14,112,25-34,ACTTRAV_C03,0.8960304662497486,WALKTRAV_B02,0.8777914958136175,0.018238970436131097,False,8,0,105.0,98,0.0,False,False,False
14,112,35-44,ACTTRAV_C03,0.83972085317215,WALKTRAV_B02,0.7548091492167686,0.08491170395538139,False,8,0,96.0,72,0.0,False,False,False
14,112,45-54,ACTTRAV_C03,0.8198918156356089,WALKTRAV_B02,0.7909762146594855,0.028915600976123335,False,8,0,88.5,75,0.0,False,False,False
14,112,55-64,ACTTRAV_C03,0.8019222574552001,WALKTRAV_B02,0.7669514362988415,0.03497082115635852,False,8,0,72.0,63,0.0,False,False,False
14,112,65-74,ACTTRAV_C03,0.7939253896614188,WALKTRAV_B02,0.7229513128024164,0.07097407685900237,False,8,0,56.5,49,0.0,False,False,False
14,112,75-84,GARD_B08,0.6780678998611306,ACTTRAV_C03,0.4947305602646427,0.1833373395964879,False,8,4,29.5,24,0.5,True,False,True
14,112,85+,ACTTRAV_C03,0.5724357036891624,WALKTRAV_B02,0.5724357036891624,0.0,True,8,8,6.5,3,1.0,True,False,True
14,114,16-24,ACTTRAV_C03,0.8519201445702512,WALKTRAV_B02,0.8406490410084403,0.011271103561810936,False,8,0,46.0,34,0.0,False,False,False
14,114,25-34,ACTTRAV_C03,0.8181705272232399,WALKTRAV_B02,0.8114901807148499,0.0066803465083900004,False,8,0,91.5,80,0.0,False,False,False
14,114,35-44,ACTTRAV_C03,0.8626101919747675,WALKTRAV_B02,0.8171989118761395,0.04541128009862805,False,8,0,108.0,90,0.0,False,False,False
14,114,45-54,ACTTRAV_C03,0.7976550899616953,WALKTRAV_B02,0.7706586049026463,0.026996485059049058,False,8,0,92.5,82,0.0,False,False,False
14,114,55-64,ACTTRAV_C03,0.7926262531829115,WALKTRAV_B02,0.7858438875213262,0.006782365661585299,False,8,0,79.0,70,0.0,False,False,False
14,114,65-74,ACTTRAV_C03,0.7946036217605187,WALKTRAV_B02,0.7864156321333851,0.00818798962713363,False,8,0,61.0,51,0.0,False,False,False
14,114,75-84,GARD_B08,0.7242406341929885,ACTTRAV_C03,0.5371295780025345,0.18711105619045398,False,8,5,25.5,15,0.625,True,False,True
14,114,85+,GARD_B08,0.4508178609937046,ACTTRAV_C03,0.4017706925710554,0.04904716842264917,False,8,8,4.5,3,1.0,True,False,True
14,117,16-24,ACTTRAV_C03,0.7966538083969273,WALKTRAV_B02,0.7692098131715627,0.02744399522536467,False,8,0,46.5,30,0.0,False,False,False
14,117,25-34,ACTTRAV_C03,0.658869903449065,WALKTRAV_B02,0.658869903449065,0.0,True,8,0,64.5,46,0.0,False,False,False
14,117,35-44,ACTTRAV_C03,0.6572111873987241,WALKTRAV_B02,0.6360800023278068,0.02113118507091727,False,8,0,99.0,88,0.0,False,False,False
14,117,45-54,ACTTRAV_C03,0.6992491280002772,WALKTRAV_B02,0.6992491280002772,0.0,True,8,0,84.5,74,0.0,False,False,False
14,117,55-64,GARD_B08,0.7206009035966819,ACTTRAV_C03,0.6417075226118939,0.07889338098478804,False,8,0,81.0,69,0.0,False,False,False
14,117,65-74,GARD_B08,0.7037018006301448,ACTTRAV_C03,0.6376181541546746,0.06608364647547016,False,8,0,71.0,55,0.0,False,False,False
14,117,75-84,GARD_B08,0.6717646137728717,ACTTRAV_C03,0.4819743628454137,0.189790250927458,False,8,2,36.0,29,0.25,False,False,False
14,117,85+,ACTTRAV_C03,0.699467894793092,WALKTRAV_B02,0.699467894793092,0.0,True,8,8,11.5,9,1.0,True,False,True
14,122,16-24,ACTTRAV_C03,0.8091739069942055,WALKTRAV_B02,0.7847472253687925,0.02442668162541306,False,8,7,26.0,19,0.875,True,False,True
14,122,25-34,ACTTRAV_C03,0.7804595367783711,WALKTRAV_B02,0.7804595367783711,0.0,True,8,0,61.5,58,0.0,False,False,False
14,122,35-44,ACTTRAV_C03,0.6794393671491814,WALKTRAV_B02,0.6794393671491814,0.0,True,8,0,89.5,68,0.0,False,False,False
14,122,45-54,GARD_B08,0.7163851758073049,ACTTRAV_C03,0.6517488801658611,0.0646362956414438,False,8,0,85.5,68,0.0,False,False,False
14,122,55-64,GARD_B08,0.6436015125356152,ACTTRAV_C03,0.5613525891868462,0.08224892334876899,False,8,0,84.5,78,0.0,False,False,False
14,122,65-74,GARD_B08,0.7359809194449797,ACTTRAV_C03,0.5248347994035322,0.2111461200414475,False,8,0,98.5,73,0.0,False,False,False
14,122,75-84,GARD_B08,0.7028191191557265,ACTTRAV_C03,0.345406453757865,0.3574126653978615,False,8,0,37.5,30,0.0,False,False,False
14,122,85+,GARD_B08,0.2671224159491056,ACTTRAV_C03,0.1132397491396867,0.15388266680941887,False,8,8,13.0,3,1.0,True,False,True
14,126,16-24,ACTTRAV_C03,0.6710001640558704,WALKTRAV_B02,0.6710001640558704,0.0,True,8,0,40.0,31,0.0,False,False,False
14,126,25-34,ACTTRAV_C03,0.8122813940217404,WALKTRAV_B02,0.7998879367566707,0.012393457265069685,False,8,0,61.5,54,0.0,False,False,False
14,126,35-44,ACTTRAV_C03,0.6525339904744893,WALKTRAV_B02,0.6266257874304255,0.025908203044063827,False,8,0,104.5,80,0.0,False,False,False
14,126,45-54,ACTTRAV_C03,0.5589922570048856,WALKTRAV_B02,0.5589922570048856,0.0,True,8,0,89.0,72,0.0,False,False,False
14,126,55-64,GARD_B08,0.6280913733800728,ACTTRAV_C03,0.3854029478788637,0.24268842550120912,False,8,0,81.5,71,0.0,False,False,False
14,126,65-74,GARD_B08,0.6911043198666968,ACTTRAV_C03,0.5203433763489217,0.17076094351777515,False,8,0,66.0,60,0.0,False,False,False
14,126,75-84,GARD_B08,0.723349560714894,ACTTRAV_C03,0.4444527968620719,0.2788967638528221,False,8,1,34.0,24,0.125,False,False,False
14,126,85+,GARD_B08,0.8032160470669387,ACTTRAV_C03,0.3985757787017362,0.4046402683652025,False,8,8,8.5,6,1.0,True,False,True
14,129,16-24,ACTTRAV_C03,0.7438488657807303,WALKTRAV_B02,0.7438488657807303,0.0,True,8,0,40.5,36,0.0,False,False,False
14,129,25-34,ACTTRAV_C03,0.6855735898811443,WALKTRAV_B02,0.676147001262585,0.009426588618559273,False,8,0,73.5,70,0.0,False,False,False
14,129,35-44,ACTTRAV_C03,0.6989277646811668,WALKTRAV_B02,0.6903525469918483,0.00857521768931846,False,8,0,125.0,89,0.0,False,False,False
14,129,45-54,GARD_B08,0.5656845429026568,ACTTRAV_C03,0.5330295006010006,0.03265504230165617,False,8,0,86.0,75,0.0,False,False,False
14,129,55-64,GARD_B08,0.5777766093508835,ACTTRAV_C03,0.5369945502060499,0.04078205914483357,False,8,0,76.0,60,0.0,False,False,False
14,129,65-74,ACTTRAV_C03,0.7216699745661932,WALKTRAV_B02,0.7130997744287364,0.008570200137456796,False,8,0,68.0,53,0.0,False,False,False
14,129,75-84,GARD_B08,0.5914032323853357,ACTTRAV_C03,0.5510792655660491,0.040323966819286516,False,8,6,27.0,23,0.75,True,False,True
14,129,85+,GARD_B08,0.5508798843838242,ACTTRAV_C03,0.2533670423554761,0.2975128420283481,False,8,8,6.5,4,1.0,True,False,True
