LA_2023,age_group,year,overall_inactive_rate,overall_fairly_active_rate,overall_active_rate,historical_years_available,historical_small_cell_years,historical_median_n,historical_min_n,historical_small_cell_rate,historical_small_cell_majority,historical_incomplete_outcome_history,historical_reliability_warning
122,85+,15,0.8867602508603133,0.0,0.1132397491396867,8,8,13.0,3,1.0,True,False,True
126,16-24,15,0.3178830470048971,0.092098239808737,0.5900187131863658,8,0,40.0,31,0.0,False,False,False
126,25-34,15,0.2359171974048699,0.0748607222709427,0.689222080324187,8,0,61.5,54,0.0,False,False,False
126,35-44,15,0.2826250589419726,0.0937713919124338,0.6236035491455935,8,0,104.5,80,0.0,False,False,False
126,45-54,15,0.3138633444344815,0.1628093922915149,0.5233272632740035,8,0,89.0,72,0.0,False,False,False
126,55-64,15,0.2651147155312625,0.1224361997684972,0.6124490847002401,8,0,81.5,71,0.0,False,False,False
126,65-74,15,0.3661872360922763,0.1404771276742941,0.4933356362334296,8,0,66.0,60,0.0,False,False,False
126,75-84,15,0.2309634778856591,0.1129499187664293,0.6560866033479116,8,1,34.0,24,0.125,False,False,False
126,85+,15,0.5304276448431043,0.3101337780427176,0.1594385771141781,8,8,8.5,6,1.0,True,False,True
129,16-24,15,0.2173436106618147,0.0926696997852656,0.6899866895529199,8,0,40.5,36,0.0,False,False,False
129,25-34,15,0.4019146055290306,0.1309638397612577,0.4671215547097117,8,0,73.5,70,0.0,False,False,False
129,35-44,15,0.2797095462416069,0.1023692565691562,0.6179211971892371,8,0,125.0,89,0.0,False,False,False
129,45-54,15,0.1922117075772056,0.1772190584305477,0.6305692339922468,8,0,86.0,75,0.0,False,False,False
129,55-64,15,0.3421377836444388,0.1454654383164966,0.5123967780390641,8,0,76.0,60,0.0,False,False,False
129,65-74,15,0.2401987807469298,0.0712060347076492,0.6885951845454208,8,0,68.0,53,0.0,False,False,False
129,75-84,15,0.3313465295042072,0.1479276423588947,0.5207258281368983,8,6,27.0,23,0.75,True,False,True
129,85+,15,0.2350594162496756,0.3593819831995207,0.4055586005508036,8,8,6.5,4,1.0,True,False,True
135,16-24,15,0.0920542291630795,0.1207008461125842,0.7872449247243363,8,0,47.0,32,0.0,False,False,False
135,25-34,15,0.0923597045349114,0.047670765785858,0.8599695296792305,8,0,129.5,119,0.0,False,False,False
135,35-44,15,0.1522956190378679,0.1219928574828208,0.7257115234793112,8,0,95.0,90,0.0,False,False,False
135,45-54,15,0.2114440114289263,0.0899672491708962,0.6985887394001776,8,0,82.5,66,0.0,False,False,False
135,55-64,15,0.2168712663565891,0.0911634868268694,0.6919652468165416,8,0,69.0,56,0.0,False,False,False
135,65-74,15,0.1938204587335878,0.0102272594315974,0.7959522818348147,8,0,49.5,40,0.0,False,False,False
135,75-84,15,0.4657750330837045,0.1341963508690344,0.4000286160472609,8,8,19.0,9,1.0,True,False,True
135,85+,15,0.7783090135791949,0.0,0.2216909864208053,8,8,4.5,1,1.0,True,False,True
136,16-24,15,0.1202730760094996,0.0282033353152801,0.8515235886752204,8,1,37.5,27,0.125,False,False,False
136,25-34,15,0.2108122993010642,0.0509304793534764,0.7382572213454593,8,0,62.0,55,0.0,False,False,False
136,35-44,15,0.178056819883392,0.1308369649054895,0.6911062152111184,8,0,76.5,52,0.0,False,False,False
136,45-54,15,0.2771846106738765,0.0971472106372235,0.6256681786888998,8,0,90.5,75,0.0,False,False,False
136,55-64,15,0.1452675635694685,0.1211781953747748,0.7335542410557565,8,0,91.0,65,0.0,False,False,False
136,65-74,15,0.2657544883191596,0.0863876959019012,0.6478578157789394,8,0,78.5,64,0.0,False,False,False
136,75-84,15,0.265373926687959,0.0826471471322214,0.6519789261798193,8,0,46.5,44,0.0,False,False,False
136,85+,15,0.336694907579799,0.1891267043135144,0.4741783881066866,8,8,13.0,6,1.0,True,False,True
139,16-24,15,0.1909333158094472,0.121002609974419,0.6880640742161336,8,5,29.0,20,0.625,True,False,True
139,25-34,15,0.0873334586467746,0.0744626000792362,0.8382039412739892,8,0,67.5,49,0.0,False,False,False
139,35-44,15,0.1490961884476909,0.1212054777387416,0.7296983338135673,8,0,103.5,86,0.0,False,False,False
139,45-54,15,0.2646519369962696,0.0946465399038223,0.6407015230999081,8,0,97.0,73,0.0,False,False,False
139,55-64,15,0.2181532224824049,0.056949961902136,0.724896815615459,8,0,87.5,76,0.0,False,False,False
139,65-74,15,0.1774395717754189,0.1103165952874238,0.7122438329371575,8,0,72.0,60,0.0,False,False,False
139,75-84,15,0.2655049591891376,0.1884212862063393,0.5460737546045233,8,3,34.0,22,0.375,False,False,False
139,85+,15,0.494129590221665,0.1296104581925109,0.3762599515858242,8,8,8.0,2,1.0,True,False,True
142,16-24,15,0.2235787783358578,0.1730866697240132,0.6033345519401291,8,0,50.0,38,0.0,False,False,False
142,25-34,15,0.1321173167804816,0.0568270755759912,0.8110556076435271,8,0,147.0,118,0.0,False,False,False
142,35-44,15,0.1495761275882641,0.082831590127546,0.76759228228419,8,0,115.0,94,0.0,False,False,False
142,45-54,15,0.1248155587659989,0.1284264729010852,0.7467579683329157,8,0,85.0,75,0.0,False,False,False
142,55-64,15,0.275841123843722,0.0940301847322119,0.6301286914240661,8,0,67.5,57,0.0,False,False,False
142,65-74,15,0.2729440934394624,0.1364329406549463,0.5906229659055909,8,0,44.5,34,0.0,False,False,False
142,75-84,15,0.4470481456681887,0.0824490643519276,0.4705027899798837,8,8,22.5,8,1.0,True,False,True
142,85+,15,0.7573824423807202,0.2426175576192798,0.0,8,8,3.5,2,1.0,True,False,True
147,16-24,15,0.1406724987457825,0.1325065878978283,0.7268209133563892,8,1,35.0,28,0.125,False,False,False
147,25-34,15,0.1988063294573692,0.0459703981179601,0.7552232724246706,8,0,115.0,97,0.0,False,False,False
147,35-44,15,0.1296379983047189,0.1058182129979035,0.7645437886973776,8,0,120.5,98,0.0,False,False,False
147,45-54,15,0.2605395752511654,0.1060318323532736,0.633428592395561,8,0,87.5,83,0.0,False,False,False
147,55-64,15,0.3624660835738275,0.0835606739068047,0.5539732425193677,8,0,69.0,51,0.0,False,False,False
147,65-74,15,0.2349703040720283,0.056542649221917,0.7084870467060547,8,1,46.0,27,0.125,False,False,False
147,75-84,15,0.2898534820047034,0.2174324326180075,0.4927140853772891,8,8,20.5,14,1.0,True,False,True
147,85+,15,0.7860726593087198,0.0,0.2139273406912801,8,8,5.5,1,1.0,True,False,True
160,16-24,15,0.1494309961864667,0.0734036063876239,0.7771653974259095,8,1,33.5,29,0.125,False,False,False
160,25-34,15,0.0939742652987191,0.0826510774340838,0.823374657267197,8,0,89.5,74,0.0,False,False,False
160,35-44,15,0.2805581585281538,0.1292872150659113,0.5901546264059349,8,0,119.5,100,0.0,False,False,False
160,45-54,15,0.2779288594136755,0.080237526420162,0.6418336141661622,8,0,91.0,72,0.0,False,False,False
160,55-64,15,0.2413289837585138,0.1248011931363471,0.633869823105139,8,0,79.5,62,0.0,False,False,False
160,65-74,15,0.2549214091276635,0.1687238381636172,0.5763547527087193,8,0,58.0,41,0.0,False,False,False
160,75-84,15,0.4866572026233869,0.065467681802052,0.4478751155745608,8,5,26.5,22,0.625,True,False,True
160,85+,15,0.3585955354988671,0.0737052487552908,0.567699215745842,8,8,6.0,2,1.0,True,False,True
17,16-24,15,0.1997647261614225,0.0078526806698257,0.7923825931687516,8,3,31.0,25,0.375,False,False,False
17,25-34,15,0.1707649362589633,0.0828052163571566,0.74642984738388,8,0,68.0,56,0.0,False,False,False
17,35-44,15,0.2030822866981565,0.1023750484701776,0.6945426648316655,8,0,98.0,88,0.0,False,False,False
17,45-54,15,0.2824587746898505,0.176132648244177,0.5414085770659726,8,0,91.0,80,0.0,False,False,False
17,55-64,15,0.2841318858010838,0.0735985600545981,0.6422695541443182,8,0,82.5,75,0.0,False,False,False
17,65-74,15,0.3743330542797969,0.0848252880247357,0.5408416576954673,8,0,73.0,66,0.0,False,False,False
17,75-84,15,0.5071162069084063,0.155035644978834,0.3378481481127596,8,2,34.0,22,0.25,False,False,False
17,85+,15,0.2776822626087278,0.2751414481967755,0.4471762891944965,8,8,9.5,1,1.0,True,False,True
171,16-24,15,0.3755627217145179,0.1049777506340026,0.5194595276514791,8,0,62.5,44,0.0,False,False,False
171,25-34,15,0.2671812837160731,0.0934661569594794,0.6393525593244473,8,0,139.5,133,0.0,False,False,False
171,35-44,15,0.2841423344494059,0.129641010740493,0.5862166548101011,8,0,115.0,100,0.0,False,False,False
171,45-54,15,0.3544806068022243,0.1386182903844172,0.5069011028133584,8,0,72.0,49,0.0,False,False,False
171,55-64,15,0.4121777736155136,0.0800247293229413,0.5077974970615452,8,0,51.5,40,0.0,False,False,False
171,65-74,15,0.3328416249939491,0.107379998837888,0.5597783761681628,8,3,30.5,24,0.375,False,False,False
171,75-84,15,0.5550047764374944,0.1315439822134668,0.3134512413490387,8,8,15.0,8,1.0,True,False,True
171,85+,15,0.8364293764887677,0.1635706235112324,0.0,8,8,3.5,2,1.0,True,False,True
196,16-24,15,0.2504390486812726,0.0634639270432241,0.6860970242755033,8,0,43.5,35,0.0,False,False,False
196,25-34,15,0.2769474979015063,0.1628444189818908,0.560208083116603,8,0,81.0,68,0.0,False,False,False
196,35-44,15,0.3395695530864928,0.0864795841921615,0.5739508627213455,8,0,111.5,99,0.0,False,False,False
196,45-54,15,0.2597765043673481,0.1177273198581665,0.6224961757744855,8,0,87.5,74,0.0,False,False,False
196,55-64,15,0.2165028557163591,0.1717720579403077,0.6117250863433329,8,0,69.5,60,0.0,False,False,False
196,65-74,15,0.2588190302793838,0.1067993316769029,0.6343816380437132,8,0,76.5,56,0.0,False,False,False
196,75-84,15,0.3775707241825349,0.1800487859726666,0.4423804898447985,8,3,30.5,22,0.375,False,False,False
196,85+,15,0.4818987762100722,0.1565025825229274,0.3615986412670002,8,8,9.5,8,1.0,True,False,True
201,16-24,15,0.0,0.0,1.0,8,6,26.0,15,0.75,True,False,True
201,25-34,15,0.1137050911971925,0.0432315314126445,0.8430633773901626,8,0,48.5,44,0.0,False,False,False
201,35-44,15,0.1827793478913735,0.1145904381307897,0.7026302139778366,8,0,94.5,70,0.0,False,False,False
201,45-54,15,0.1111906876325803,0.1127244349939736,0.7760848773734461,8,0,103.0,90,0.0,False,False,False
201,55-64,15,0.1226668867053915,0.0942623148226375,0.7830707984719709,8,0,96.5,87,0.0,False,False,False
201,65-74,15,0.157018136052581,0.0852279583795348,0.757753905567884,8,0,82.0,66,0.0,False,False,False
201,75-84,15,0.2902709046999515,0.1474340553330736,0.5622950399669749,8,2,43.0,22,0.25,False,False,False
201,85+,15,0.135669488544664,0.3512341774818879,0.5130963339734479,8,8,9.0,3,1.0,True,False,True
241,16-24,15,0.2570958593907801,0.0805500963740736,0.6623540442351462,8,0,41.5,38,0.0,False,False,False
241,25-34,15,0.1047515971846223,0.0943759651091921,0.8008724377061853,8,0,135.5,118,0.0,False,False,False
241,35-44,15,0.1500402869143798,0.0608252266246205,0.7891344864609996,8,0,121.0,97,0.0,False,False,False
241,45-54,15,0.1598217647098905,0.1997566625822458,0.6404215727078636,8,0,79.0,72,0.0,False,False,False
241,55-64,15,0.3153175405708467,0.0453557958332159,0.6393266635959374,8,0,63.5,57,0.0,False,False,False
241,65-74,15,0.1997971876628219,0.0816133813948164,0.7185894309423617,8,0,45.0,39,0.0,False,False,False
241,75-84,15,0.2243909677802574,0.1285948181713748,0.6470142140483678,8,8,16.0,12,1.0,True,False,True
241,85+,15,1.0,0.0,0.0,8,8,3.5,1,1.0,True,False,True
255,16-24,15,0.1482279451305356,0.1476096306072988,0.7041624242621654,8,5,27.0,19,0.625,True,False,True
255,25-34,15,0.1170292640877457,0.0769394549143987,0.8060312809978557,8,0,66.0,59,0.0,False,False,False
255,35-44,15,0.1550402848872132,0.0896068329701567,0.7553528821426301,8,0,110.0,94,0.0,False,False,False
255,45-54,15,0.1180132349299396,0.0676519208284425,0.8143348442416182,8,0,88.0,70,0.0,False,False,False
255,55-64,15,0.1802283663463301,0.1769283749434298,0.6428432587102398,8,0,88.0,69,0.0,False,False,False
255,65-74,15,0.1491897969558326,0.1049497035907771,0.7458604994533902,8,0,78.0,68,0.0,False,False,False
255,75-84,15,0.4223521359310258,0.1116596003867476,0.4659882636822267,8,3,33.5,27,0.375,False,False,False
255,85+,15,0.8659104220386115,0.1340895779613885,0.0,8,8,10.0,6,1.0,True,False,True
272,16-24,15,0.3328954587268702,0.0,0.6671045412731297,8,0,61.5,49,0.0,False,False,False
272,25-34,15,0.1821862587672784,0.1051966672625849,0.7126170739701366,8,0,182.0,162,0.0,False,False,False
272,35-44,15,0.1763912131132428,0.1016702308145884,0.7219385560721687,8,0,120.5,98,0.0,False,False,False
272,45-54,15,0.4675026176587816,0.0617768414512442,0.4707205408899739,8,0,62.5,45,0.0,False,False,False
272,55-64,15,0.312496709677603,0.1473686903414122,0.5401345999809847,8,0,42.0,37,0.0,False,False,False
272,65-74,15,0.2637137840730429,0.0356212085750852,0.7006650073518716,8,6,22.5,11,0.75,True,False,True
272,75-84,15,0.6365042976847707,0.0774323858509511,0.2860633164642782,8,8,7.5,3,1.0,True,False,True
272,85+,15,0.5145699174156432,0.0,0.4854300825843569,8,8,2.0,1,1.0,True,False,True
279,16-24,15,0.2435946737118751,0.0730419943692961,0.6833633319188285,8,0,38.0,30,0.0,False,False,False
279,25-34,15,0.374012693447865,0.074339155517396,0.551648151034739,8,0,92.5,81,0.0,False,False,False
279,35-44,15,0.2854664491651108,0.105640279869558,0.6088932709653311,8,0,123.0,103,0.0,False,False,False
279,45-54,15,0.3766910740505813,0.0996018934432755,0.523707032506143,8,0,88.5,75,0.0,False,False,False
279,55-64,15,0.2323945622977083,0.0698154336587839,0.6977900040435077,8,0,74.5,65,0.0,False,False,False
279,65-74,15,0.2451896866674036,0.04247642324178,0.7123338900908165,8,0,47.0,38,0.0,False,False,False
279,75-84,15,0.4272547771161095,0.0811049672193984,0.4916402556644919,8,7,19.0,11,0.875,True,False,True
279,85+,15,0.7274100127619947,0.1024607989911702,0.170129188246835,8,8,8.0,1,1.0,True,False,True
280,16-24,15,0.0116395813249183,0.1294923154521697,0.8588681032229118,8,2,34.5,27,0.25,False,False,False
280,25-34,15,0.0621975043437486,0.1001726484455547,0.8376298472106967,8,0,129.0,106,0.0,False,False,False
280,35-44,15,0.1584589015584761,0.0984882152532538,0.7430528831882702,8,0,112.0,87,0.0,False,False,False
280,45-54,15,0.2847139741041379,0.0245622371577078,0.6907237887381541,8,0,84.5,72,0.0,False,False,False
280,55-64,15,0.1294726930447355,0.0595883577500987,0.8109389492051656,8,0,66.0,59,0.0,False,False,False
280,65-74,15,0.1905728483694694,0.0939992561752895,0.7154278954552411,8,0,42.5,41,0.0,False,False,False
280,75-84,15,0.2104229224928892,0.0298918240372902,0.7596852534698205,8,8,18.5,16,1.0,True,False,True
280,85+,15,0.0,0.0,1.0,8,8,3.0,1,1.0,True,False,True
293,16-24,15,0.2379618423461701,0.139335498235352,0.6227026594184777,8,0,46.0,31,0.0,False,False,False
293,25-34,15,0.1802408947418662,0.0367027022111584,0.7830564030469753,8,0,95.0,85,0.0,False,False,False
293,35-44,15,0.2299856251873557,0.041353962272817,0.7286604125398272,8,0,80.5,64,0.0,False,False,False
293,45-54,15,0.2828987481499802,0.0266955640069262,0.6904056878430935,8,0,84.5,56,0.0,False,False,False
293,55-64,15,0.284121578246696,0.0656568642479748,0.650221557505329,8,0,81.5,67,0.0,False,False,False
293,65-74,15,0.2113078486455857,0.1542964406566787,0.6343957106977356,8,0,69.5,44,0.0,False,False,False
293,75-84,15,0.3397930251043913,0.0692530628671996,0.590953912028409,8,1,36.0,29,0.125,False,False,False
293,85+,15,0.619856950496303,0.1431768535032854,0.2369661960004115,8,8,11.5,5,1.0,True,False,True
30,16-24,15,0.1588862155539907,0.1315116165427547,0.7096021679032545,8,0,52.5,44,0.0,False,False,False
30,25-34,15,0.2689380475751325,0.1736126835166691,0.5574492689081985,8,0,90.5,75,0.0,False,False,False
30,35-44,15,0.2689377571793792,0.0865856896561225,0.6444765531644984,8,0,110.5,104,0.0,False,False,False
30,45-54,15,0.3133469211475845,0.1202719045069405,0.5663811743454753,8,0,75.0,71,0.0,False,False,False
30,55-64,15,0.2003579233694711,0.0961400722694508,0.7035020043610781,8,0,69.5,66,0.0,False,False,False
30,65-74,15,0.2550864770337716,0.2092342031537484,0.5356793198124804,8,0,63.0,50,0.0,False,False,False
30,75-84,15,0.5212649355646337,0.1210871773388276,0.3576478870965385,8,7,23.0,17,0.875,True,False,True
30,85+,15,0.4997233182688336,0.0710291439742061,0.4292475377569603,8,8,7.0,3,1.0,True,False,True
35,16-24,15,0.1244374861262102,0.0636815149947793,0.8118809988790104,8,7,22.5,18,0.875,True,False,True
35,25-34,15,0.1943317595703024,0.1490228126104098,0.6566454278192877,8,0,57.5,47,0.0,False,False,False
35,35-44,15,0.1609978638007789,0.0787817886961088,0.7602203475031122,8,0,89.5,79,0.0,False,False,False
35,45-54,15,0.2174513450611608,0.1533138161803381,0.629234838758501,8,0,88.5,71,0.0,False,False,False
35,55-64,15,0.2584199399502629,0.0504629639292106,0.6911170961205263,8,0,87.0,77,0.0,False,False,False
35,65-74,15,0.2458484176362424,0.1183473452421641,0.6358042371215934,8,0,92.5,62,0.0,False,False,False
35,75-84,15,0.3578183736353652,0.1209508126512771,0.5212308137133577,8,1,43.5,28,0.125,False,False,False
35,85+,15,0.8159165551017225,0.0,0.1840834448982775,8,8,10.0,4,1.0,True,False,True
44,16-24,15,0.0907431026441838,0.0900054977525511,0.8192513996032649,8,0,48.5,41,0.0,False,False,False
44,25-34,15,0.1489025782292268,0.1030131154255975,0.7480843063451755,8,0,97.5,73,0.0,False,False,False
44,35-44,15,0.2109098418030492,0.0547357877262714,0.7343543704706793,8,0,83.0,62,0.0,False,False,False
44,45-54,15,0.1620594382282877,0.120788510037179,0.7171520517345332,8,0,82.5,68,0.0,False,False,False
44,55-64,15,0.222020646099468,0.0733188913857984,0.7046604625147336,8,0,73.5,65,0.0,False,False,False
44,65-74,15,0.1449030625957012,0.1049264125274381,0.7501705248768606,8,0,67.5,52,0.0,False,False,False
44,75-84,15,0.1648731829980736,0.0363147017724087,0.7988121152295177,8,3,33.0,18,0.375,False,False,False
44,85+,15,0.3701045200998291,0.1562623874212616,0.4736330924789091,8,8,9.0,6,1.0,True,False,True
68,16-24,15,0.2400612869292149,0.0186670521632862,0.7412716609074989,8,1,36.5,29,0.125,False,False,False
68,25-34,15,0.2150815189656865,0.0915622835188124,0.6933561975155009,8,0,79.0,76,0.0,False,False,False
68,35-44,15,0.2124891671295427,0.1457544274755984,0.6417564053948588,8,0,102.5,87,0.0,False,False,False
68,45-54,15,0.1124562875570676,0.1423892636844112,0.7451544487585213,8,0,88.0,71,0.0,False,False,False
68,55-64,15,0.3373564803997887,0.1300373561970298,0.5326061634031815,8,0,83.5,69,0.0,False,False,False
68,65-74,15,0.2615481533898848,0.0784775086519157,0.6599743379581995,8,0,67.0,48,0.0,False,False,False
68,75-84,15,0.2732747809589858,0.1606486583079176,0.5660765607330966,8,2,33.0,20,0.25,False,False,False
68,85+,15,0.8347391076413329,0.0,0.1652608923586672,8,8,8.0,4,1.0,True,False,True
78,16-24,15,0.247264902287803,0.0297165238759731,0.7230185738362238,8,0,48.5,35,0.0,False,False,False
78,25-34,15,0.3226318144538448,0.0327898477127261,0.6445783378334292,8,0,77.5,57,0.0,False,False,False
78,35-44,15,0.2303141355083893,0.0817368956361552,0.6879489688554553,8,0,97.0,85,0.0,False,False,False
78,45-54,15,0.1854620823835609,0.0872234129895254,0.7273145046269136,8,0,90.0,83,0.0,False,False,False
78,55-64,15,0.2733152270087957,0.0451033378730061,0.6815814351181981,8,0,81.5,66,0.0,False,False,False
78,65-74,15,0.2089341696035619,0.0699832520160053,0.7210825783804327,8,0,68.0,52,0.0,False,False,False
78,75-84,15,0.1868207228922494,0.1278012222691723,0.6853780548385782,8,4,28.5,22,0.5,True,False,True
78,85+,15,0.5199362407937482,0.2242145310685996,0.2558492281376522,8,8,8.5,3,1.0,True,False,True
8,16-24,15,0.3237958117889596,0.0804682471920087,0.5957359410190316,8,0,61.0,41,0.0,False,False,False
8,25-34,15,0.3225007932707631,0.1338188020276067,0.5436804047016303,8,0,95.0,76,0.0,False,False,False
8,35-44,15,0.4006521517092767,0.0561171200605104,0.5432307282302126,8,0,120.0,99,0.0,False,False,False
8,45-54,15,0.3715531081938476,0.0891669700668567,0.5392799217392957,8,0,95.0,76,0.0,False,False,False
8,55-64,15,0.4469799803922565,0.1972586617165911,0.3557613578911524,8,0,66.5,58,0.0,False,False,False
8,65-74,15,0.4940138470996079,0.0751317038861306,0.4308544490142613,8,0,52.0,48,0.0,False,False,False
8,75-84,15,0.5288336806689197,0.1429854537589259,0.3281808655721545,8,6,22.5,17,0.75,True,False,True
8,85+,15,0.0,0.0,1.0,8,8,7.0,1,1.0,True,False,True
9,16-24,15,0.186298355954896,0.0745429521029783,0.7391586919421256,8,0,42.5,35,0.0,False,False,False
9,25-34,15,0.1213638666722291,0.0401689117415627,0.838467221586208,8,0,85.0,52,0.0,False,False,False
9,35-44,15,0.1000376510961691,0.022830858571157,0.8771314903326736,8,0,93.5,71,0.0,False,False,False
9,45-54,15,0.1416722541112945,0.1376654343669638,0.7206623115217415,8,0,85.0,72,0.0,False,False,False
9,55-64,15,0.2242342754578818,0.0960490274642897,0.6797166970778286,8,0,85.0,79,0.0,False,False,False
9,65-74,15,0.1638415399927033,0.1991107439835209,0.6370477160237755,8,0,77.5,63,0.0,False,False,False
9,75-84,15,0.3669835292956216,0.0595275819565428,0.5734888887478358,8,0,34.5,31,0.0,False,False,False
9,85+,15,0.074560193069296,0.0,0.925439806930704,8,8,11.0,4,1.0,True,False,True
91,16-24,15,0.2499810583359932,0.1461822687400556,0.6038366729239512,8,0,44.5,38,0.0,False,False,False
91,25-34,15,0.2435479733665793,0.1167343780080002,0.6397176486254205,8,0,57.5,49,0.0,False,False,False
91,35-44,15,0.3961897257951702,0.0566023674585721,0.5472079067462576,8,0,93.0,73,0.0,False,False,False
91,45-54,15,0.2278281531165675,0.05473926264029,0.7174325842431424,8,0,94.5,75,0.0,False,False,False
91,55-64,15,0.2145387642543892,0.131264795113399,0.6541964406322118,8,0,96.5,91,0.0,False,False,False
91,65-74,15,0.411531837034051,0.0439970567247666,0.5444711062411823,8,0,78.5,64,0.0,False,False,False
91,75-84,15,0.3057739467751256,0.1492552095153854,0.5449708437094889,8,2,44.5,26,0.25,False,False,False
91,85+,15,0.7969269466788683,0.1132871493774404,0.0897859039436912,8,8,13.5,3,1.0,True,False,True
107,16-24,16,0.3616233786911649,0.1226446623415327,0.5157319589673024,8,1,35.0,27,0.125,False,False,False
107,25-34,16,0.174880207320494,0.1434780801995478,0.681641712479958,8,0,118.5,99,0.0,False,False,False
107,35-44,16,0.2611868422291759,0.0999118017672053,0.6389013560036187,8,0,119.0,98,0.0,False,False,False
107,45-54,16,0.2669357737194711,0.0715947421077784,0.6614694841727505,8,0,99.5,81,0.0,False,False,False
107,55-64,16,0.3030016507724454,0.1265446509382989,0.5704536982892555,8,0,77.0,59,0.0,False,False,False
107,65-74,16,0.2075999762116985,0.0939900296373407,0.6984099941509606,8,0,58.5,42,0.0,False,False,False
107,75-84,16,0.4171750373378793,0.2315059161499471,0.3513190465121736,8,5,23.5,16,0.625,True,False,True
107,85+,16,0.4765518041190659,0.1428066856301016,0.3806415102508322,8,8,7.5,2,1.0,True,False,True
109,16-24,16,0.2202741567150708,0.1121696349850129,0.6675562082999164,8,0,44.5,31,0.0,False,False,False
109,25-34,16,0.1173265416527746,0.0610053190022916,0.8216681393449338,8,0,143.5,103,0.0,False,False,False
109,35-44,16,0.2687760614141559,0.0801548684666084,0.6510690701192358,8,0,106.0,86,0.0,False,False,False
109,45-54,16,0.2129375502890151,0.045051424139213,0.7420110255717718,8,0,83.5,70,0.0,False,False,False
109,55-64,16,0.4383556191020523,0.0470541454367442,0.5145902354612034,8,0,59.0,51,0.0,False,False,False
109,65-74,16,0.3417403061719365,0.1122056810588776,0.5460540127691859,8,0,42.5,33,0.0,False,False,False
109,75-84,16,0.6819858558013303,0.0928585235234331,0.2251556206752366,8,8,17.5,11,1.0,True,False,True
109,85+,16,0.5067637662677792,0.0,0.4932362337322208,8,8,3.0,1,1.0,True,False,True
112,16-24,16,0.1208457642145372,0.0547491899763292,0.8244050458091337,8,0,47.0,31,0.0,False,False,False
112,25-34,16,0.1011366175535636,0.094040133171476,0.8048232492749602,8,0,105.0,98,0.0,False,False,False
112,35-44,16,0.24841207517684,0.100937376545863,0.6506505482772967,8,0,96.0,72,0.0,False,False,False
112,45-54,16,0.0943410893962373,0.0510547496824783,0.8546041609212844,8,0,88.5,75,0.0,False,False,False
112,55-64,16,0.2412103957380816,0.0953135210581392,0.6634760832037789,8,0,72.0,63,0.0,False,False,False
112,65-74,16,0.2392822154683886,0.0513204388958767,0.7093973456357344,8,0,56.5,49,0.0,False,False,False
112,75-84,16,0.2683025345563933,0.340862262336649,0.3908352031069576,8,4,29.5,24,0.5,True,False,True
112,85+,16,0.2608493614673476,0.0962713888897908,0.6428792496428616,8,8,6.5,3,1.0,True,False,True
114,16-24,16,0.2750610864184981,0.1561024476402847,0.5688364659412172,8,0,46.0,34,0.0,False,False,False
114,25-34,16,0.1495633760356219,0.1092062375155933,0.7412303864487847,8,0,91.5,80,0.0,False,False,False
114,35-44,16,0.1914371710651676,0.0641492688529562,0.7444135600818761,8,0,108.0,90,0.0,False,False,False
114,45-54,16,0.2244695546060753,0.0614907129469757,0.7140397324469488,8,0,92.5,82,0.0,False,False,False
114,55-64,16,0.2784250783928171,0.0899160066271533,0.6316589149800295,8,0,79.0,70,0.0,False,False,False
114,65-74,16,0.1981766441317491,0.1176028189283602,0.6842205369398906,8,0,61.0,51,0.0,False,False,False
114,75-84,16,0.3177106039914677,0.1055702723618151,0.5767191236467171,8,5,25.5,15,0.625,True,False,True
114,85+,16,0.6843142579862406,0.0,0.3156857420137594,8,8,4.5,3,1.0,True,False,True
117,16-24,16,0.1845040308501779,0.0223168049546248,0.7931791641951972,8,0,46.5,30,0.0,False,False,False
117,25-34,16,0.3128108513357588,0.1306317192434969,0.5565574294207443,8,0,64.5,46,0.0,False,False,False
117,35-44,16,0.2543778946912067,0.1415853654432802,0.6040367398655129,8,0,99.0,88,0.0,False,False,False
117,45-54,16,0.2210240060643296,0.1511150632975192,0.6278609306381512,8,0,84.5,74,0.0,False,False,False
117,55-64,16,0.2339573575437586,0.1201377480960186,0.6459048943602227,8,0,81.0,69,0.0,False,False,False
117,65-74,16,0.163638365503966,0.2268850635698549,0.609476570926179,8,0,71.0,55,0.0,False,False,False
117,75-84,16,0.5006203853077277,0.0753885058550672,0.4239911088372051,8,2,36.0,29,0.25,False,False,False
117,85+,16,0.6462444127401402,0.1530087822692912,0.2007468049905685,8,8,11.5,9,1.0,True,False,True
122,16-24,16,0.2032404116128999,0.1267049265176756,0.6700546618694245,8,7,26.0,19,0.875,True,False,True
122,25-34,16,0.1633995783900179,0.0949119253721363,0.7416884962378456,8,0,61.5,58,0.0,False,False,False
122,35-44,16,0.2455288659432457,0.1097705279737041,0.6447006060830499,8,0,89.5,68,0.0,False,False,False
122,45-54,16,0.1796520762902617,0.1918331638093392,0.6285147599003992,8,0,85.5,68,0.0,False,False,False
122,55-64,16,0.2186344899565684,0.0793793405943116,0.70198616944912,8,0,84.5,78,0.0,False,False,False
122,65-74,16,0.3233948549368741,0.035889940089866,0.6407152049732596,8,0,98.5,73,0.0,False,False,False
122,75-84,16,0.3424753116493863,0.1350855426090188,0.5224391457415949,8,0,37.5,30,0.0,False,False,False
